"Farm","Field","Trt","Rep","Date.Sampled","Date.Processed","totdry","totdry_2","kgha","kgcha"
"WNF",4,"Hay","C","8/9/2017","8/10/2017",1.19,1.19,1190,535.5
"WNF",4,"Hay","C","8/16/2017","8/18/2017",2.01,2.01,2010,904.5
"WNF",4,"Hay","C","8/23/2017","8/30/2017",6.01,6.01,6010,2704.5
"WNF",4,"Hay","C","9/7/2017","9/14/2017",8.75,8.75,8750,3937.5
"WNF",4,"Hay","C","9/12/2017","9/18/2017",6.54,6.54,6540,2943
"WNF",4,"Hay","C","9/21/2017","9/26/2017",13.3,13.3,13300,5985
"WNF",4,"Hay","C","9/28/2017","10/3/2017",2.4,2.4,2400,1080
"WNF",4,"Hay","C","10/5/2017","",NA,1.735,1735,780.75
"WNF",4,"Hay","C","10/12/2017","10/25/2017",1.07,1.07,1070,481.5
"WNF",4,"Hay","C","10/19/2017","10/25/2017",0.52,0.52,520,234
